Date_wise,Flight_No,Airlines_Name,Arrival/Departure,Departure_City_Code,Departure_City,Departure_Airport,Departure_Date,Departure_time_scheduled,Departure_time_Actual,Departure_terminal,Arrival_City_Code,Arrival_City,Arrival_Airport,Arrival_Date,Arrival_time_scheduled,Arrivial_time_Actual,Arrival_terminal,Flight_Status,Flight_Time_status,Flight_delay_by_time,Flight_time,Flight_distance,Aircraft_equipment_code,Aircraft_equipment_description
03-07-2022,6E 6318,IndiGo,Arrival,IDR,Indore,Devi Ahilya Bai Holkar Airport,03-07-2022,20:50 IST,21:20 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,22:40 IST,23:12 IST,1,Arrived,Delayed,32m,1h 52m,670 mi,32Q,Airbus A321neo
03-07-2022,AK 53,AirAsia,Arrival,KUL,Kuala Lumpur,Kuala Lumpur International Airport,03-07-2022,21:05 +08,21:14 +08,2,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,22:45 IST,22:35 IST,,Arrived,On time,,3h 51m,1792 mi,32A,Airbus A320 (sharklets)
03-07-2022,6E 481,IndiGo,Arrival,AMD,Ahmedabad,Ahmedabad Airport,03-07-2022,20:15 IST,20:53 IST,1,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,22:50 IST,23:06 IST,1,Arrived,Delayed,16m,2h 13m,759 mi,32Q,Airbus A321neo
03-07-2022,G8 398,Go First,Arrival,BOM,Mumbai,Chhatrapati Shivaji International Airport,03-07-2022,20:45 IST,20:37 IST,1,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,22:50 IST,22:26 IST,,Arrived,On time,,1h 49m,518 mi,,
03-07-2022,W2 9035,FlexFlight,Arrival,BOM,Mumbai,Chhatrapati Shivaji International Airport,03-07-2022,20:45 IST,20:37 IST,1,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,22:50 IST,22:26 IST,,Arrived,On time,,1h 49m,518 mi,32N,Airbus A320neo
03-07-2022,I5 992,AirAsia India,Arrival,COK,Kochi,Cochin International Airport,03-07-2022,21:50 IST,21:38 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,22:55 IST,22:43 IST,,Arrived,On time,,1h 5m,229 mi,320,Airbus A320
03-07-2022,6E 2532,IndiGo,Arrival,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,20:10 IST,20:20 IST,2,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:00 IST,23:00 IST,1,Arrived,On time,,2h 40m,1062 mi,32Q,Airbus A321neo
03-07-2022,6E 7133,IndiGo,Arrival,VGA,Vijayawada,Vijayawada Airport,03-07-2022,21:20 IST,21:40 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:05 IST,23:17 IST,1,Arrived,On time,,1h 37m,309 mi,,
03-07-2022,AF 6092,Air France,Arrival,VGA,Vijayawada,Vijayawada Airport,03-07-2022,21:20 IST,21:40 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:05 IST,23:17 IST,1,Arrived,On time,,1h 37m,309 mi,AT7,ATR 72
03-07-2022,I5 1569,AirAsia India,Arrival,BOM,Mumbai,Chhatrapati Shivaji International Airport,03-07-2022,21:20 IST,21:11 IST,1,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:10 IST,22:57 IST,,Arrived,On time,,1h 46m,518 mi,320,Airbus A320
03-07-2022,UK 857,Vistara,Arrival,BOM,Mumbai,Chhatrapati Shivaji International Airport,03-07-2022,21:30 IST,21:41 IST,2,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:10 IST,23:30 IST,,Arrived,Delayed,20m,1h 49m,518 mi,,
03-07-2022,SQ 4823,Singapore Airlines,Arrival,BOM,Mumbai,Chhatrapati Shivaji International Airport,03-07-2022,21:30 IST,21:41 IST,2,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:10 IST,23:30 IST,,Arrived,Delayed,20m,1h 49m,518 mi,32N,Airbus A320neo
03-07-2022,SG 938,SpiceJet,Arrival,AMD,Ahmedabad,Ahmedabad Airport,03-07-2022,21:05 IST,,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:15 IST,,,Unknown,blank,,,,73S,Boeing 737-700 Freighter
03-07-2022,6E 7161,IndiGo,Arrival,HBX,Hubli,Hubli Airport,03-07-2022,21:55 IST,21:48 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:15 IST,22:57 IST,1,Arrived,On time,,1h 9m,230 mi,AT7,ATR 72
03-07-2022,SG 8905,SpiceJet,Arrival,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,20:35 IST,,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:20 IST,,,Unknown,blank,,,,73S,Boeing 737-700 Freighter
03-07-2022,UK 807,Vistara,Arrival,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,20:40 IST,20:53 IST,3,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:20 IST,23:36 IST,,Arrived,Delayed,16m,2h 43m,1062 mi,,
03-07-2022,BA 5843,British Airways,Arrival,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,20:40 IST,20:53 IST,3,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:20 IST,23:36 IST,,Arrived,Delayed,16m,2h 43m,1062 mi,,
03-07-2022,SQ 4779,Singapore Airlines,Arrival,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,20:40 IST,20:53 IST,3,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:20 IST,23:36 IST,,Arrived,Delayed,16m,2h 43m,1062 mi,,
03-07-2022,UA 7749,United Airlines,Arrival,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,20:40 IST,20:53 IST,3,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:20 IST,23:36 IST,,Arrived,Delayed,16m,2h 43m,1062 mi,,
03-07-2022,TG 325,Thai Airways International,Arrival,BKK,Bangkok,Suvarnabhumi Airport,03-07-2022,21:20 +07,22:12 +07,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:25 IST,23:57 IST,,Arrived,Delayed,32m,3h 15m,1548 mi,,
03-07-2022,NH 5957,ANA,Arrival,BKK,Bangkok,Suvarnabhumi Airport,03-07-2022,21:20 +07,22:12 +07,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:25 IST,23:57 IST,,Arrived,Delayed,32m,3h 15m,1548 mi,772,Boeing 777-200 / 200ER
03-07-2022,G8 119,Go First,Arrival,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,20:30 IST,20:30 IST,2,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:25 IST,23:22 IST,,Arrived,On time,,2h 52m,1062 mi,,
03-07-2022,W2 8900,FlexFlight,Arrival,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,20:30 IST,20:30 IST,2,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:25 IST,23:22 IST,,Arrived,On time,,2h 52m,1062 mi,32N,Airbus A320neo
03-07-2022,SG 325,SpiceJet,Arrival,GOI,Goa,Dabolim Airport,03-07-2022,21:55 IST,22:14 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:25 IST,23:39 IST,,Arrived,On time,,1h 25m,300 mi,7M8,Boeing 737MAX 8 Passenger
03-07-2022,AF 194,Air France,Arrival,CDG,Paris,Charles de Gaulle Airport,03-07-2022,10:15 CEST,11:50 CEST,2E,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:30 IST,00:53 IST,,Arrived,Delayed,1h 23m,9h 33m,4861 mi,,
03-07-2022,DL 8461,Delta Air Lines,Arrival,CDG,Paris,Charles de Gaulle Airport,03-07-2022,10:15 CEST,11:50 CEST,2E,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:30 IST,00:53 IST,,Arrived,Delayed,1h 23m,9h 33m,4861 mi,,
03-07-2022,KL 2288,KLM,Arrival,CDG,Paris,Charles de Gaulle Airport,03-07-2022,10:15 CEST,11:50 CEST,2E,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:30 IST,00:53 IST,,Arrived,Delayed,1h 23m,9h 33m,4861 mi,,
03-07-2022,6E 386,IndiGo,Arrival,COK,Kochi,Cochin International Airport,03-07-2022,22:25 IST,23:58 IST,1,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:30 IST,00:59 IST,1,Arrived,Delayed,1h 29m,,,,
03-07-2022,KL 3703,KLM,Arrival,COK,Kochi,Cochin International Airport,03-07-2022,22:25 IST,23:58 IST,1,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:30 IST,00:59 IST,1,Arrived,Delayed,1h 29m,,,32N,Airbus A320neo
03-07-2022,I5 2518,AirAsia India,Arrival,HYD,Hyderabad,Rajiv Gandhi International Airport,03-07-2022,22:20 IST,22:14 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:35 IST,23:25 IST,,Arrived,On time,,1h 11m,283 mi,32A,Airbus A320 (sharklets)
03-07-2022,6E 7166,IndiGo,Arrival,TRZ,Tiruchirappalli,Tiruchirapalli International Airport,03-07-2022,22:35 IST,23:13 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:35 IST,00:38 IST,1,Arrived,Delayed,1h 3m,1h 25m,181 mi,AT7,ATR 72
03-07-2022,MH 192,Malaysia Airlines,Arrival,KUL,Kuala Lumpur,Kuala Lumpur International Airport,03-07-2022,22:00 +08,22:10 +08,1,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:40 IST,23:42 IST,,Arrived,On time,,4h 2m,1792 mi,,
03-07-2022,JL 7945,JAL,Arrival,KUL,Kuala Lumpur,Kuala Lumpur International Airport,03-07-2022,22:00 +08,22:10 +08,1,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:40 IST,23:42 IST,,Arrived,On time,,4h 2m,1792 mi,332,Airbus A330-200
03-07-2022,6E 6354,IndiGo,Arrival,LKO,Lucknow,Chaudhary Charan Singh International Airport,03-07-2022,21:15 IST,21:57 IST,2,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:40 IST,00:14 IST,1,Arrived,Delayed,34m,2h 17m,959 mi,32A,Airbus A320 (sharklets)
03-07-2022,SG 634,SpiceJet,Arrival,BOM,Mumbai,Chhatrapati Shivaji International Airport,03-07-2022,21:35 IST,,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:40 IST,,,Unknown,blank,,,,73S,Boeing 737-700 Freighter
03-07-2022,6E 6505,IndiGo,Arrival,HYD,Hyderabad,Rajiv Gandhi International Airport,03-07-2022,22:30 IST,00:05 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:40 IST,01:08 IST,1,Arrived,Delayed,1h 28m,1h 3m,283 mi,,
03-07-2022,AF 6455,Air France,Arrival,HYD,Hyderabad,Rajiv Gandhi International Airport,03-07-2022,22:30 IST,00:05 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:40 IST,01:08 IST,1,Arrived,Delayed,1h 28m,1h 3m,283 mi,32N,Airbus A320neo
03-07-2022,6E 7296,IndiGo,Arrival,IXE,Mangalore,Mangalore Airport,03-07-2022,22:15 IST,21:59 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:45 IST,23:16 IST,1,Arrived,On time,,1h 17m,190 mi,AT7,ATR 72
03-07-2022,6E 573,IndiGo,Arrival,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,03-07-2022,21:20 IST,22:31 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:50 IST,00:58 IST,1,Arrived,Delayed,1h 8m,2h 27m,960 mi,,
03-07-2022,KL 3701,KLM,Arrival,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,03-07-2022,21:20 IST,22:31 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:50 IST,00:58 IST,1,Arrived,Delayed,1h 8m,2h 27m,960 mi,32A,Airbus A320 (sharklets)
03-07-2022,6E 103,IndiGo,Arrival,PNQ,Pune,Pune Airport,03-07-2022,22:25 IST,23:18 IST,,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,23:55 IST,00:40 IST,1,Arrived,Delayed,45m,1h 22m,449 mi,32N,Airbus A320neo
03-07-2022,I5 1130,AirAsia India,Arrival,COK,Kochi,Cochin International Airport,03-07-2022,22:55 IST,22:55 IST,1,BLR,Bengaluru,Kempegowda International Airport,04-07-2022,00:05 IST,23:50 IST,,Arrived,On time,,55m,229 mi,32A,Airbus A320 (sharklets)
03-07-2022,G8 804,Go First,Arrival,AMD,Ahmedabad,Ahmedabad Airport,03-07-2022,21:55 IST,21:31 IST,1,BLR,Bengaluru,Kempegowda International Airport,04-07-2022,00:15 IST,23:42 IST,,Arrived,On time,,2h 11m,759 mi,32N,Airbus A320neo
03-07-2022,6E 6818,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,02-07-2022,21:25 IST,00:29 IST,1,BOM,Mumbai,Chhatrapati Shivaji International Airport,02-07-2022,23:00 IST,02:10 IST,2,Arrived,Delayed,3h 10m,1h 41m,518 mi,,
03-07-2022,AF 3354,Air France,Departure,BLR,Bengaluru,Kempegowda International Airport,02-07-2022,21:25 IST,00:29 IST,1,BOM,Mumbai,Chhatrapati Shivaji International Airport,02-07-2022,23:00 IST,02:10 IST,2,Arrived,Delayed,3h 10m,1h 41m,518 mi,,
03-07-2022,KL 3675,KLM,Departure,BLR,Bengaluru,Kempegowda International Airport,02-07-2022,21:25 IST,00:29 IST,1,BOM,Mumbai,Chhatrapati Shivaji International Airport,02-07-2022,23:00 IST,02:10 IST,2,Arrived,Delayed,3h 10m,1h 41m,518 mi,,
03-07-2022,6E 538,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,02-07-2022,22:05 IST,00:17 IST,1,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,03-07-2022,00:35 IST,02:41 IST,,Arrived,Delayed,2h 6m,2h 24m,960 mi,32N,Airbus A320neo
03-07-2022,6E 232,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,02-07-2022,23:05 IST,00:28 IST,1,PNQ,Pune,Pune Airport,03-07-2022,00:25 IST,01:48 IST,,Arrived,Delayed,1h 23m,1h 20m,449 mi,32N,Airbus A320neo
03-07-2022,6E 2053,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,02-07-2022,23:10 IST,00:08 IST,1,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,02:00 IST,02:48 IST,2,Arrived,Delayed,48m,2h 40m,1062 mi,32Q,Airbus A321neo
03-07-2022,BZ 304,Blue Dart Aviation,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,00:15 IST,01:08 IST,,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,02:55 IST,03:27 IST,,Arrived,Delayed,32m,2h 19m,1062 mi,75C,Boeing 757-200 Freighter
03-07-2022,BZ 102,Blue Dart Aviation,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,00:25 IST,01:12 IST,,BOM,Mumbai,Chhatrapati Shivaji International Airport,03-07-2022,02:05 IST,02:22 IST,,Arrived,Delayed,17m,1h 10m,518 mi,75C,Boeing 757-200 Freighter
03-07-2022,TG 326,Thai Airways International,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,00:30 IST,00:55 IST,,BKK,Bangkok,Suvarnabhumi Airport,03-07-2022,05:55 +07,06:04 +07,,Arrived,On time,,3h 39m,1548 mi,,
03-07-2022,NH 5972,ANA,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,00:30 IST,00:55 IST,,BKK,Bangkok,Suvarnabhumi Airport,03-07-2022,05:55 +07,06:04 +07,,Arrived,On time,,3h 39m,1548 mi,359,Airbus A350-900
03-07-2022,6E 947,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,00:35 IST,01:13 IST,1,GOI,Goa,Dabolim Airport,03-07-2022,01:55 IST,02:20 IST,,Arrived,Delayed,25m,1h 7m,300 mi,32N,Airbus A320neo
03-07-2022,6E 6991,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,00:45 IST,00:45 IST,1,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,03:30 IST,03:13 IST,1,Arrived,On time,,2h 28m,1062 mi,32Q,Airbus A321neo
03-07-2022,6E 6779,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,01:40 IST,02:08 IST,1,AMD,Ahmedabad,Ahmedabad Airport,03-07-2022,03:50 IST,04:08 IST,1,Arrived,Delayed,18m,2h,759 mi,32N,Airbus A320neo
03-07-2022,G8 41,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,01:45 IST,01:35 IST,1,HKT,Phuket,Phuket International Airport,03-07-2022,07:25 +07,07:20 +07,,Arrived,On time,,4h 15m,1441 mi,,
03-07-2022,W2 8873,FlexFlight,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,01:45 IST,01:35 IST,1,HKT,Phuket,Phuket International Airport,03-07-2022,07:25 +07,07:20 +07,,Arrived,On time,,4h 15m,1441 mi,32N,Airbus A320neo
03-07-2022,LH 755,Lufthansa,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,03:05 IST,04:03 IST,1,FRA,Frankfurt,Frankfurt Airport,03-07-2022,09:00 CEST,09:08 CEST,1,Arrived,On time,,8h 35m,4599 mi,,
03-07-2022,AC 9057,Air Canada,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,03:05 IST,04:03 IST,1,FRA,Frankfurt,Frankfurt Airport,03-07-2022,09:00 CEST,09:08 CEST,1,Arrived,On time,,8h 35m,4599 mi,,
03-07-2022,SK 3223,SAS,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,03:05 IST,04:03 IST,1,FRA,Frankfurt,Frankfurt Airport,03-07-2022,09:00 CEST,09:08 CEST,1,Arrived,On time,,8h 35m,4599 mi,,
03-07-2022,UL 174,SriLankan Airlines,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,04:30 IST,,,CMB,Colombo,Bandaranaike International Airport,03-07-2022,06:00 +0530,,,Unknown,blank,,,,320,Airbus A320
03-07-2022,TK 6209,Turkish Airlines,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,03:40 IST,07:02 IST,,IST,Istanbul,Istanbul Airport,03-07-2022,09:15 +03,11:54 +03,,Arrived,Delayed,2h 39m,7h 22m,3515 mi,33X,Airbus A330-200 Freighter
03-07-2022,QR 573,Qatar Airways,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,03:55 IST,03:58 IST,,DOH,Doha,Hamad International Airport,03-07-2022,05:55 +03,05:25 +03,,Arrived,On time,,3h 57m,1890 mi,77W,Boeing 777-300ER
03-07-2022,EK 569,Emirates,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,04:30 IST,04:33 IST,1,DXB,Dubai,Dubai Airport,03-07-2022,06:50 +04,06:31 +04,3,Arrived,On time,,3h 28m,1675 mi,77W,Boeing 777-300ER
03-07-2022,6E 1724,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,04:30 IST,05:42 IST,,DOH,Doha,Hamad International Airport,03-07-2022,06:10 +03,07:10 +03,,Arrived,Delayed,1h,3h 58m,1890 mi,,
03-07-2022,QR 4787,Qatar Airways,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,04:30 IST,05:42 IST,,DOH,Doha,Hamad International Airport,03-07-2022,06:10 +03,07:10 +03,,Arrived,Delayed,1h,3h 58m,1890 mi,32N,Airbus A320neo
03-07-2022,G9 497,Air Arabia PJSC,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,04:30 IST,05:01 IST,,SHJ,Sharjah,Sharjah International Airport,03-07-2022,06:40 +04,06:43 +04,,Arrived,On time,,3h 12m,1668 mi,32A,Airbus A320 (sharklets)
03-07-2022,UK 551,Vistara,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,04:30 IST,04:22 IST,,PNQ,Pune,Pune Airport,03-07-2022,05:55 IST,05:40 IST,,Arrived,On time,,1h 18m,449 mi,32N,Airbus A320neo
03-07-2022,6E 6247,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,04:40 IST,05:01 IST,1,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,07:25 IST,07:40 IST,1,Arrived,Delayed,15m,2h 39m,1062 mi,32Q,Airbus A321neo
03-07-2022,EY 217,Etihad Airways,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,04:40 IST,04:42 IST,,AUH,Abu Dhabi,Abu Dhabi International Airport,03-07-2022,07:05 +04,06:34 +04,1,Arrived,On time,,3h 22m,1692 mi,789,Boeing 787-9
03-07-2022,GF 283,Gulf Air,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,04:45 IST,05:03 IST,1,BAH,Bahrain,Bahrain International Airport,03-07-2022,06:55 +03,06:19 +03,,Arrived,On time,,3h 46m,1973 mi,320,Airbus A320
03-07-2022,I5 1780,AirAsia India,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:10 IST,05:07 IST,,IXB,Bagdogra,Bagdogra Airport,03-07-2022,08:10 IST,08:05 IST,,Arrived,On time,,2h 58m,1158 mi,32N,Airbus A320neo
03-07-2022,I5 1981,AirAsia India,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:10 IST,04:58 IST,,COK,Kochi,Cochin International Airport,03-07-2022,06:20 IST,05:51 IST,1,Arrived,On time,,53m,229 mi,320,Airbus A320
03-07-2022,6E 6257,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:15 IST,05:16 IST,1,HYD,Hyderabad,Rajiv Gandhi International Airport,03-07-2022,06:30 IST,06:20 IST,,Arrived,On time,,1h 4m,283 mi,32N,Airbus A320neo
03-07-2022,6E 368,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:15 IST,05:25 IST,1,BBI,Bhubaneswar,Biju Patnaik International Airport,03-07-2022,07:25 IST,07:23 IST,1,Arrived,On time,,1h 58m,724 mi,32N,Airbus A320neo
03-07-2022,SG 401,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:15 IST,,,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,03-07-2022,08:25 IST,,,Unknown,blank,,,,73S,Boeing 737-700 Freighter
03-07-2022,6E 6312,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:20 IST,05:11 IST,1,DED,Dehra Dun,Dehra Dun Airport,03-07-2022,08:10 IST,07:59 IST,,Arrived,On time,,2h 48m,1183 mi,32N,Airbus A320neo
03-07-2022,6E 408,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:25 IST,05:03 IST,1,PNQ,Pune,Pune Airport,03-07-2022,06:50 IST,06:23 IST,,Arrived,On time,,1h 20m,449 mi,32N,Airbus A320neo
03-07-2022,6E 288,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:25 IST,,1,VTZ,Vishakhapatnam,Vishakhapatnam Airport,03-07-2022,07:00 IST,,,Cancelled,blank,,,,320,Airbus A320
03-07-2022,6E 897,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:30 IST,05:40 IST,1,VNS,Varanasi,Lal Bahadur Shastri International Airport,03-07-2022,07:55 IST,07:57 IST,,Arrived,On time,,2h 17m,910 mi,32N,Airbus A320neo
03-07-2022,G8 283,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:30 IST,05:29 IST,,PNQ,Pune,Pune Airport,03-07-2022,06:45 IST,06:53 IST,,Arrived,On time,,1h 24m,449 mi,32N,Airbus A320neo
03-07-2022,G8 116,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:45 IST,05:36 IST,1,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,08:35 IST,08:24 IST,2,Arrived,On time,,2h 48m,1062 mi,,
03-07-2022,W2 8898,FlexFlight,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:45 IST,05:36 IST,1,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,08:35 IST,08:24 IST,2,Arrived,On time,,2h 48m,1062 mi,32N,Airbus A320neo
03-07-2022,G8 805,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:45 IST,05:38 IST,,JAI,Jaipur,Jaipur Airport,03-07-2022,08:30 IST,08:00 IST,,Arrived,On time,,2h 22m,949 mi,,
03-07-2022,W2 9125,FlexFlight,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:45 IST,05:38 IST,,JAI,Jaipur,Jaipur Airport,03-07-2022,08:30 IST,08:00 IST,,Arrived,On time,,2h 22m,949 mi,32N,Airbus A320neo
03-07-2022,SG 3719,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:45 IST,,,GOI,Goa,Dabolim Airport,03-07-2022,07:45 IST,,,Unknown,blank,,,,73S,Boeing 737-700 Freighter
03-07-2022,G8 801,Go First,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:45 IST,05:34 IST,,AMD,Ahmedabad,Ahmedabad Airport,03-07-2022,08:00 IST,07:48 IST,1,Arrived,On time,,2h 14m,759 mi,32A,Airbus A320 (sharklets)
03-07-2022,6E 873,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:55 IST,06:23 IST,1,TRV,Thiruvananthapuram,Trivandrum International Airport,03-07-2022,07:10 IST,07:43 IST,1,Arrived,Delayed,33m,1h 20m,331 mi,,
03-07-2022,KL 3710,KLM,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:55 IST,06:23 IST,1,TRV,Thiruvananthapuram,Trivandrum International Airport,03-07-2022,07:10 IST,07:43 IST,1,Arrived,Delayed,33m,1h 20m,331 mi,32N,Airbus A320neo
03-07-2022,SG 136,SpiceJet,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,05:55 IST,05:55 IST,1,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,08:40 IST,08:44 IST,,Arrived,On time,,2h 49m,1062 mi,73H,Boeing 737-800 (winglets) Passenger/BBJ2
03-07-2022,KL 880,KLM,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,06:00 IST,06:11 IST,,AMS,Amsterdam,Amsterdam Airport Schiphol,03-07-2022,12:30 CEST,12:09 CEST,2,Arrived,On time,,9h 28m,4781 mi,,
03-07-2022,AF 3126,Air France,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,06:00 IST,06:11 IST,,AMS,Amsterdam,Amsterdam Airport Schiphol,03-07-2022,12:30 CEST,12:09 CEST,2,Arrived,On time,,9h 28m,4781 mi,,
03-07-2022,DL 9271,Delta Air Lines,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,06:00 IST,06:11 IST,,AMS,Amsterdam,Amsterdam Airport Schiphol,03-07-2022,12:30 CEST,12:09 CEST,2,Arrived,On time,,9h 28m,4781 mi,,
03-07-2022,6E 5021,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,06:00 IST,05:57 IST,1,DEL,Delhi,Indira Gandhi International Airport,03-07-2022,08:45 IST,08:41 IST,3,Arrived,On time,,2h 44m,1062 mi,32Q,Airbus A321neo
03-07-2022,6E 6353,IndiGo,Departure,BLR,Bengaluru,Kempegowda International Airport,03-07-2022,06:05 IST,06:16 IST,1,LKO,Lucknow,Chaudhary Charan Singh International Airport,03-07-2022,08:35 IST,08:31 IST,2,Arrived,On time,,2h 15m,959 mi,32Q,Airbus A321neo
